author	paragraphs	rhythmic	polarity analysis	polarity score
陈师道	晚照酒生娇面，新妆睡污胭脂	西江月	negative	0.0928253605783822
陈师道	酒到更须辞	南乡子	negative	0.06119314215614646
陈师道	当筵举酒	木兰花减字・减字木兰花	negative	0.4737672181921908
陈师道	酒醒梦回眵眼、费摩娑	南柯子・南歌子	negative	0.428039557264397
陈师道	酒到横波娇满	洛阳春・一落萦	positive	0.7811885944130272
陈师道	晚起涂黄仍带酒，看看	南乡子	negative	0.11666738682713396
陈师道	粉面初生明月，酒容欲退朝霞	临江仙	positive	0.9529128811713419
陈师道	更莫迟留春酒逼	木兰花减字・减字木兰花	negative	0.29304449928468956
陈师道	把酒问梅花，知我离情否	卜算子	positive	0.6263736558445916
陈师道	回首南枝酒半醺，寂寞无寻处	卜算子	positive	0.962261716804447
张耒	马头虽去无千里，酒盏才倾且百分	鹧鸪天	positive	0.5699596500565752
张耒	别离滋味浓於酒	秋蕊香	positive	0.7343252437951154
张耒	偎花映烛，偷传深意，酒思入横波	少年游	positive	0.9191384274260701
张耒	菖蒲酒满劝人人，愿年年欢醉	失调名	negative	0.07151095414989439
周邦彦	旗亭唤酒，付与高阳俦侣	锁窗寒・琐寒窗	negative	0.026718121408814577
周邦彦	强带酒，细寻前迹	应天长	positive	0.7384558880830319
周邦彦	夜来寒侵酒席，露微泫	荔枝香近・荔枝香	positive	0.9144643828785326
周邦彦	拚今生，对花对酒，为伊落泪	解连环	positive	0.8146226614260818
周邦彦	痛引浇愁酒，奈愁浓如酒，无计消铄	丹凤吟	positive	0.8068836946303127
周邦彦	拂拂面红如著酒	渔家傲	positive	0.8678569536144253
周邦彦	忆年时，纵酒杯行速	迎春乐	negative	0.4569544346418305
周邦彦	解春衣、贳酒城南陌	迎春乐	positive	0.9455262638338117
周邦彦	倚阑一霎酒旗风，任扑面、桃花雨	一落索	positive	0.9636662088265767
周邦彦	叹文圆、近来多病，情绪懒，尊酒易成间阻	法曲献仙音	positive	0.6371211282448119
周邦彦	见说胡姬，酒垆寂静	侧犯	negative	0.05752704250705831
周邦彦	征骑初停，酒行莫放离歌举	点绛唇	positive	0.638627327948302
周邦彦	酒醒后，泪花销凤蜡，风幕卷金泥	风流子	negative	0.029035355749886915
周邦彦	感君一曲断肠歌，劝我十分和泪酒。今宵灯尽酒醒时，可惜朱颜成皓首	木兰花・玉楼春	positive	0.9692501670187551
周邦彦	记试酒归时，映月同看雁阵	丁香结	positive	0.5793132787761864
周邦彦	还是独拥秋衾，梦馀酒困都醒，满怀离苦	解蹀躞	positive	0.8660072459861036
周邦彦	酒香薰脸霞	醉桃源・阮郎归	negative	0.4279158434211038
周邦彦	且开尊，任红鳞，生酒面	夜游宫	negative	0.23314997385711
周邦彦	风翻酒幔，寒凝茶烟，又是何乡	诉衷情	positive	0.9250481486986736
周邦彦	望虚檐徐转，迥廊未扫，夜长莫惜空酒觞	红林擒近	positive	0.7569164583361331
周邦彦	闻道宜城酒美，昨日新醅熟	六么令	positive	0.8480475631943014
周邦彦	相将见、脆丸荐酒，人正在、空江烟浪里	花犯	positive	0.9732955382297863
周邦彦	朱铅退尽，潘妃却酒，昭君乍起	水龙吟	negative	0.18324020261674934
周邦彦	正单衣试酒，恨客里、光阴虚掷	六丑	positive	0.9604554446840821
周邦彦	玉颜酒解艳红消	虞美人	positive	0.9218937935821234
周邦彦	宜城酒泛浮香絮	虞美人	positive	0.8794786524510204
周邦彦	又酒趁哀弦，灯照离席	兰陵王	positive	0.8432227995481936
周邦彦	不待长亭倾别酒	蝶恋花	negative	0.19124144490208894
周邦彦	舞困低迷如著酒	蝶恋花	negative	0.42091602691032737
周邦彦	不见长条低拂酒	蝶恋花	negative	0.16310819599938786
周邦彦	夜半霜寒初索酒	蝶恋花	positive	0.8449970353015589
周邦彦	酒旗戏鼓甚处市	西河	negative	0.34808591734077465
周邦彦	帘烘楼迥月宜人，酒暖香融春有味	玉楼春	negative	0.13800126540468793
周邦彦	帘烘泪雨乾，酒压愁城破	满路花・促拍满路花	positive	0.5114617757066959
周邦彦	困卧午窗中酒	如梦令	negative	0.2658049386951774
周邦彦	酒酽未须令客醉，路长终是少人扶	浣沙溪・浣溪沙	positive	0.7946937475099414
周邦彦	幽阁深沈灯焰喜，小炉邻近酒杯宽	浣沙溪・浣溪沙	positive	0.9460200433576874
周邦彦	爱停歌驻拍，劝酒持觞	意难忘	negative	0.40164640520513506
周邦彦	醒醒个、无些酒	迎春乐	negative	0.026563847652831485
周邦彦	明朝有酒遣谁持	定风波	negative	0.42179339431661
周邦彦	念取酒东垆，尊罍虽近，采花南浦，蜂蝶须知	红罗袄	negative	0.4742367092486903
周邦彦	酒边难使客愁惊，帐底不教春梦到	玉楼春	positive	0.7011169282851383
周邦彦	但徘徊班草，欷歔酹酒，极望天西	夜飞鹊・夜飞鹊慢	positive	0.7490404815410162
周邦彦	酒醒时，会散了	早梅芳・喜迁莺	negative	0.38848528404147553
周邦彦	锦衾温、酒香未断	凤来朝	negative	0.346168455007675
周邦彦	酒空歌断，又被涛江催去	感皇恩	negative	0.09079756501349734
周邦彦	愁抱惟宜酒	虞美人	positive	0.9456371690960587
周邦彦	要无闷，除是拥炉对酒，共谭风月	无闷	negative	0.2888365691455419
周邦彦	酒旗渔市，冷落杏花村。何时见、□□唤酒，同倒瓮头春	满庭芳	negative	0.10035517889337886
周邦彦	酒罢歌阑人散后	青玉案	positive	0.6510347493896378
周邦彦	夜渐寒深酒渐消	一剪梅・一翦梅	positive	0.8390703709161889
周邦彦	一夜情浓似酒	花心动	negative	0.11163948610145114
周邦彦	午睡渐多浓似酒	蝶恋花	negative	0.27785984781540995
周邦彦	酒熟微红生眼尾	蝶恋花	negative	0.4420884200962264
周邦彦	断肠归去月三更，薄酒醒来愁万绪	木兰花令	positive	0.7304074392082064
周邦彦	十载却归来，倦追寻、酒旗戏鼓	蓦山溪	positive	0.9934703431750563
周邦彦	翠袖捧金蕉，酒红潮、香凝沁粉	蓦山溪	negative	0.3604829320935621
周邦彦	酒已都醒，如何消夜永	关河令・清商怨	negative	0.4964204904028484
周邦彦	晴风荡无际，浓於酒、偏醉情人调客。阑干倚处，度花香、微散酒力	瑞鹤仙	negative	0.07888045035791791
周邦彦	忆少年歌酒，当时踪迹	浪淘沙	positive	0.8975067734120136
周邦彦	灯尽酒醒时，晓窗明、钗横鬓亸	浣溪沙慢	positive	0.8352026687398696
周邦彦	花阁迥，酒筵香	诉衷情	negative	0.4024211356342673
陈瓘	分携处，相期痛饮，莫放酒杯悭	满庭芳	positive	0.5254034379839198
陈瓘	一尊薄酒	减字木兰花	negative	0.3642389471158839
刘山老	选甚南州北县，逢著处、酒满葫芦	满庭芳	negative	0.43868821821605664
孔夷	酒市渐闲灯火，正敲窗、乱叶舞纷纷	南浦	negative	0.36144360131712083
孔夷	还似初相见时，携手旗亭，酒香梅小	惜馀春慢・选冠子	positive	0.9613789328616582
阮阅	且倾芳酒，共听新声弦管	感皇恩	negative	0.49801049271954334
阮阅	向尊前酒底，得见些时，似恁地、能得几回细看	洞仙歌	negative	0.1399289477043083
谢逸	酒醒霞散脸边红，梦回山蹙眉间翠	踏莎行	positive	0.9013065316610558
谢逸	红添酒面潮	菩萨蛮	negative	0.3465436903311985
谢逸	菊与秋烟共晚，酒随人意俱深	西江月	positive	0.96801411497292
谢逸	花瓷羯鼓催行酒	虞美人	negative	0.20102729221380466
谢逸	酒香薰脸，落日断霞明	临江仙	positive	0.7356164631918592
谢逸	新酒美	渔家傲	positive	0.8030266473342749
谢逸	宿酒醒时滋味恶	清平乐	negative	0.48195092432827746
谢逸	红消醉玉，酒面风前醒	蓦山溪	negative	0.4590270929084602
谢逸	归去酒醒时	武陵春	positive	0.5982855853842236
谢逸	酒滴小槽红	浪淘沙	negative	0.37961894278925734
谢逸	人似玉，酒如渑	鹧鸪天	positive	0.5455117949987619
谢逸	春睡觉、酒醒时	燕归梁	negative	0.4705493536703659
谢逸	赢得尊前酒一卮	南乡子	positive	0.5967999738930921
谢逸	杏花村馆酒旗风	江神子・江城子	negative	0.1338092715513346
谢逸	一尊浊酒为谁倾	醉桃源・阮郎归	positive	0.804930696863289
谢逸	谩摘青梅尝煮酒，旋煎白雪试新茶	望江南・忆江南	positive	0.5956067294326995
谢逸	昨夜浓欢，今朝别酒，明日行客	柳梢青	negative	0.23709691864592308
晁冲之	应又是、当年载酒，依前名占青楼	汉宫春	negative	0.34235772017077326
晁冲之	重来一梦，手搓梅子，煮酒初尝	玉蝴蝶	negative	0.21262354969588404
晁冲之	向来残酒，尽被晓风吹醒	感皇恩	positive	0.5704662777983982
晁冲之	把酒劝君，闲愁莫诉	感皇恩	positive	0.9653811772766456
张阁	无聊意，强当歌对酒怎消	声声慢	negative	0.3413006085153464
毛滂	瀛洲春酒	清平乐	positive	0.7880105736989544
毛滂	谁伴香迷酒凝	清平乐	positive	0.7743868431826428
毛滂	春风吹酒退腮红	浣溪沙	positive	0.8234211377145678
毛滂	酒家先当翠云裘	浣溪沙	positive	0.9935296632557177
毛滂	玉酒紫金锺	小重山	negative	0.06847409587791631
毛滂	沈香火冷小妆残，半衾轻梦浓如酒	踏莎行	positive	0.6371586920377296
毛滂	碧井酴酥沈冻酒	玉楼春	negative	0.24653308749614566
毛滂	酒意妆光相借好	玉楼春	positive	0.8705432729869412
毛滂	庭下新生月，凭君把酒看	南歌子	positive	0.936610564977232
毛滂	绿暗藏城市，清香扑酒尊	南歌子	positive	0.8737518787802758
毛滂	溪山绕尊酒，云雾浥衣襟	八节长欢	negative	0.13890425564104725
毛滂	烟拖山翠，和月冷西窗，玻璃盏，蒲萄酒，旋落酴醿片	蓦山溪	negative	0.48836497847053717
毛滂	雁过故人无信息，酒醒残梦寄凄凉	浣溪沙	positive	0.7380332093345815
毛滂	酒到处、恰如把春拈上	人娇	positive	0.5650577779787758
毛滂	桑落酒寒杯懒举	蝶恋花	positive	0.6331873584567206
毛滂	酒病秋怀，不做醒松地	蝶恋花	positive	0.5307621919412213
毛滂	玉酒著人小醉	谒金门	negative	0.44767845850986676
毛滂	白酒浮蛆鸡啄黍	雨中花・夜行船	positive	0.6634786266083318
毛滂	先借春光与酒家	忆秦娥	positive	0.8282017747079753
毛滂	指点银瓶索酒尝	忆秦娥	positive	0.7576653016310021
毛滂	酒晕脸霞春暗度	玉楼春	positive	0.5425034544278802
毛滂	酒面粉酥融，香袖金泥罩	生查子	negative	0.3790460795738386
毛滂	酒潋玉东西	浪淘沙	positive	0.6552698007876446
毛滂	携酒上高台。官裘付酒家	菩萨蛮	positive	0.7665961631032964
毛滂	被西风，吹玉枕，酒魄还清	于飞乐	negative	0.4673959784094126
毛滂	寒未了，酒须深	阮郎归	positive	0.781514981587982
毛滂	春波如酒不曾空	虞美人	positive	0.9955835135410827
毛滂	春梦枉恼人肠，更厌厌酒病	散馀霞	positive	0.7098042603719206
毛滂	酒美。从酒贵	调笑・调笑令	positive	0.5588760839161425
毛滂	银字吹笙，金貂取酒	感皇恩	negative	0.4346448937440971
毛滂	多病酒尊疏，饮少辄醉	感皇恩	negative	0.43384827454951247
毛滂	酒浓春入梦，窗破月寻人	临江仙	positive	0.5358553866838968
刘焘	问对酒当歌，情怀记得刘郎否	八宝妆	positive	0.8572502588050882
郑少微	池塘疏影伤幽独，何似横斜酒盏中	鹧鸪天	positive	0.998050873524219
郑少微	劝君更尽一杯酒，赢得浮生半日闲	思越人・朝天子	positive	0.8705517473096376
某两地	江山有兴我重来，斟别酒、休辞泪	失调名	negative	0.05368514361749155
赵鼎臣	酒徒相问，为言憔悴如此	念奴娇	negative	0.46834484842213786
韩嘉彦	早是赋得多情，更遇酒临花，镇辜欢笑	玉漏迟	positive	0.6653002369800379
谢薖	莫放酒尊空	菩萨蛮	negative	0.16729038478631097
谢薖	好在南邻，诗盟酒社，刻烛争成，引觞愁缓	醉蓬莱	positive	0.9719675685148675
谢薖	水精船里酒粼粼	江神子・江城子	negative	0.29194722481763535
沈蔚	千里地，何妨载酒，频上湖船	满庭芳	positive	0.9223392160456833
沈蔚	对酒当歌，故人情分难觅	梦玉人引	positive	0.6140190874938015
沈蔚	临岐把酒，莫惜十分斟，尊前月，月中人，明夜知何处	蓦山溪	positive	0.772621991484013
沈蔚	别酒初醒	汉宫春	negative	0.4737672181921908
沈蔚	相逢无处无尊酒。酒到任教倾	菩萨・菩萨蛮	positive	0.8303840460760871
沈蔚	前日花前，把酒人何处	转调蝶恋花・蝶恋花	negative	0.32621542391634517
沈蔚	奈酒阑人困	倾杯・倾杯乐	negative	0.2875867163992647
苏过	归兴浓如酒	点绛唇	negative	0.42036364703716356
陆蕴	旗亭斗酒，任是十千倾倒。面今酒兴减，诗情少	感皇恩	positive	0.9754480513754913
葛胜仲	清夜小窗围兽火，倾酒绿，借颜红	江神子・江城子	positive	0.704635500803575
葛胜仲	碧酒红裳，共祝鱼轩贵	蝶恋花	positive	0.7640095604106429
葛胜仲	冷侵罗幌酒烟微	临江仙	negative	0.3635555864950538
葛胜仲	对酒莫嫌红粉陋，婵娟	南乡子	positive	0.7010715698556315
葛胜仲	晚路交游绿酒，平生志趣青霞	西江月	positive	0.7966024050957368
葛胜仲	老来都向酒杯收	定风波	negative	0.13107475123336976
吴则礼	酒尊也会不相违，风光本自同流转	踏莎行	positive	0.7398032790002738
赵子发	不是思归、只为酒船空	南歌子	negative	0.1593320449551625
徐俯	十千名酒十分倾	浣溪沙	positive	0.8923430254344011
徐俯	香旖旎，酒氤氲	鹧鸪天	negative	0.4279158434211038
徐俯	朝廷若觅元真子，不在云边则酒边	鹧鸪天	negative	0.2668955812824444
王安中	酒入冰肌红欲透	蝶恋花	positive	0.9920296012427849
王安中	把酒听歌金缕	清平乐	positive	0.7328149488849436
王安中	绿野移春花自老，平泉醒酒石空存	安阳好・忆江南	negative	0.23544197763660135
王安中	鸭绿波随双叶转，鹅黄酒到十分斟	安阳好・忆江南	positive	0.9616071479818812
王安中	诗令酒行迟。迟行酒令诗	菩萨蛮	positive	0.9257443065281953
王安中	玉纤传酒浮香菊。菊香浮酒传纤玉	菩萨蛮	positive	0.9996305554119027
张继先	诗与酒，且乘闲	更漏子	positive	0.8212987498577073
张继先	情缠识缚，欢时人不悟，酒中真乐	喜迁莺	positive	0.8110463666327464
张继先	须信酒，难别咏歌边	望江南・忆江南	negative	0.4617047462162651
叶梦得	酒方半，谁轻使，动离弦	水调歌头	negative	0.31505283940148554
叶梦得	便何妨元亮，携酒间相陪	八声甘州	positive	0.8794310128975473
叶梦得	敢忘邻翁约，有酒同携	八声甘州	negative	0.10023932390834878
叶梦得	琴书萧散，更欣有酒盈尊	念奴娇	positive	0.9762367879365929
叶梦得	酒阑歌罢，至今鼍怒龙吟	念奴娇	positive	0.6869619696864377
叶梦得	闻道尊酒登临，孙郎终古恨，长歌时发	念奴娇	positive	0.863294142310239
叶梦得	笑去年、携酒折花人，花应识	满江红	positive	0.5006795207955324
叶梦得	松陵秋已老，正柳岸田家，酒醅初熟	应天长	positive	0.9478331029299831
叶梦得	满携尊酒弄繁枝	江城子	negative	0.035603516773824784
叶梦得	却欲便买茅庐，短篷轻楫，尊酒犹能办	竹马儿	positive	0.8305294480758666
叶梦得	玉壶冰酒酿新泉	浣溪沙	positive	0.8069302497737968
叶梦得	白酒一杯还径醉，归来散发婆娑	临江仙	negative	0.4911363571963334
叶梦得	酒阑不惜更重陪	临江仙	positive	0.8477418915279726
叶梦得	一醉年年今夜月，酒船聊更同浮	临江仙	positive	0.8319792970844813
叶梦得	更尽杯中酒。我亦多情、无奈酒阑时	虞美人	negative	0.4493634566778514
叶梦得	莫辞尊酒重携持	虞美人	negative	0.12109950957392135
叶梦得	宿酒阑干犹困倚	减字木兰花	negative	0.44366954227468247
叶梦得	几日馀香吹酒面	木兰花・玉楼春	negative	0.2098643465951715
叶梦得	未须持酒祝牛宫	鹧鸪天	negative	0.2260822669360485
叶梦得	携浊酒，绕东篱	鹧鸪天	negative	0.2787363252089943
叶梦得	酒醒梦断，年年此恨，不禁相恼	水龙吟	positive	0.9866178569736352
叶梦得	但尊中有酒，长追旧事，拚年年醉	水龙吟	positive	0.711543104961817
叶梦得	明朝酒醒，满地落残红，唱新词，追好景，犹有君收聚	蓦山溪	positive	0.9996188948954501
叶梦得	低粉面、妆台酒散，泪颗频挥。拚令吹尽，明朝酒醒，忍对红稀	雨中花慢	negative	0.18687128296049904
叶梦得	酒力无多吹易散	蝶恋花	negative	0.27831024039961494
叶梦得	尊酒殷勤	采桑子	positive	0.9000299615145505
赵士	酒面暗沈疏影，照鹅儿颜色	好事近	positive	0.7336483143287937
李光	当年俊杰安在，酌酒酹严光	水调歌头	positive	0.6934650466379787
李光	笑尽一杯酒，水调杂蛮讴	水调歌头	negative	0.060287512654407904
李光	且看花经眼，休辞酒满杯	南歌子	negative	0.04361997551921082
张生1	常记酒阑歌畔，难忘月底花前	雨中花慢	positive	0.6959914639260051
张扩	今日乍晴，匆匆命酒	人娇	positive	0.9559085894367557
张扩	曾记年时，花间把酒	人娇	positive	0.785906883633357
鉴堂	酒尊陪旧友。友旧陪尊酒	菩萨蛮	negative	0.22300725286909528
梅窗	恋春增酒劝。劝酒增春恋	菩萨蛮	negative	0.26335884455399694
刘一止	恻恻轻寒吹散酒	夜行船	negative	0.4539313561362981
刘一止	与君携酒近阑干，月明满地天无幕	踏莎行	positive	0.6208191091752048
刘一止	新醅旋压鹅黄，拚清愁在眼，酒病萦骨	梦横塘	positive	0.5799515454103066
刘一止	细酌鹅儿酒	点绛唇	negative	0.38993119839997503
刘一止	琢诗能句好，举酒见心倾	临江仙	positive	0.9896995100578228
刘一止	声名气概，今见两朱轓，诗似锦，酒如渑，属意风光厚	蓦山溪	negative	0.41527099389006983
刘一止	酒兴诗情，而今移向，那边佳处	柳梢青	positive	0.9945667414403657
刘一止	名园清昼漏签迟，未肯负、酒朋歌伴	鹊桥仙	negative	0.05126698532981211
刘一止	犹有临歧酒	点绛唇	negative	0.23013106298508212
刘一止	双照杯中酒	点绛唇	negative	0.39501540286931913
刘一止	泪痕带霜微凝，酒力冲寒犹弱	喜迁莺	positive	0.9144643828785326
刘一止	酒阑画烛交红影	踏莎行	negative	0.40182620796413093
汪藻	归兴浓於酒	点绛唇	negative	0.15296840801088618
曹组	且看欲尽花枝，未厌伤多酒盏，何须细推物理	扑蝴蝶	positive	0.7300308677008285
曹组	年时酒伴，年时去处，年时春色	忆少年	negative	0.4308589464867416
曹组	多情怀酒伴，忆欢狂	小重山	negative	0.4875684440465723
曹组	竹篱茅舍，酒旗沙岸，一簇成村市	青玉案	negative	0.25724655444411715
曹组	春酒醒，夜寒浓	阮郎归	negative	0.4975692498771376
曹组	不妨吹酒面，归去醒馀醺	临江仙	positive	0.6638216510368814
曹组	情吞醽醁千锺酒，心醉飞琼一曲歌	鹧鸪天	positive	0.5843850100850404
曹组	歌酒长春不夜，金翠照罗绮，笑语盈盈	声声慢	positive	0.9441470064485047
曹组	过面风情如酒醒	蝶恋花	positive	0.7085923308003625
万俟咏	昔年曾共黄花酒，一笑新香	失调名	positive	0.887825816454875
万俟咏	饧香更、酒冷踏青路	三台	negative	0.42277310061034246
万俟咏	红妆趁戏，绮罗夹道，青帘卖酒，台榭侵云	恋芳春慢	positive	0.6012349424407594
万俟咏	卖酒绿阴傍	安平乐慢	positive	0.5437727102263785
万俟咏	奈酒醒春去	卓牌儿・卓牌子	positive	0.7085923308003611
万俟咏	酒肠宽。酒肠宽	梅花引	negative	0.1137336322704181
万俟咏	离愁未了，酒病相仍，便堪此恨中	别瑶姬慢・忆瑶姬	positive	0.9697075057863412
王庭珪	翠斝红鳞吹酒面	凤栖梧・蝶恋花	positive	0.7036823143626757
王庭珪	红蜡光中，买酒听吹箫	江城子	positive	0.7372897315297127
王庭珪	颓玉成山，倾江作酒，醉来莫问升沈	满庭芳	positive	0.9744701531549727
王庭珪	花下红妆卖酒，时相遇、曲水桥边	满庭芳	negative	0.4777610027551422
王庭珪	来宵风雨不相关，重须买酒追佳节	鹊桥仙	positive	0.540713662156464
王庭珪	莫辞今夕，且尽一尊芳酒	感皇恩	negative	0.25295959506774124
王庭珪	而今西笑，且饮新丰美酒	感皇恩	positive	0.7525435885414598
王庭珪	长亭把酒，却倩阿谁留住	感皇恩	positive	0.8621840331914572
王庭珪	今夜酒醒归去，觉风生两腋	好事近	positive	0.5218850281778803
陈克	无端吹酒醒	谒金门	negative	0.09355818792622617
陈克	千万寿，酒中倒卧南山绿	千秋岁	negative	0.3671266492025672
陈克	禁瘆馀寒酒半醒	鹧鸪天	positive	0.5348199281758914
陈克	家家春酒泻尖泥	鹧鸪天	positive	0.5102102847775454
陈克	街头酒贱唱歌声	浣溪沙	negative	0.2803348124632872
陈克	十分芳酒	减字木兰花	positive	0.6657924396896553
陈克	年年寿酒乐城隍	南歌子	positive	0.8182213046975165
朱敦儒	劝阿母、偏与金桃，教酒星、剩斟琼醑	聒龙谣	negative	0.347056047329243
朱敦儒	换酒春壶碧，脱帽醉青楼	水调歌头	positive	0.5044092263058233
朱敦儒	鹅黄酒暖，纤手传杯任频斟	水调歌头	positive	0.8830751755761294
朱敦儒	谢山携妓，黄垆贳酒，旧愁慵整	桂枝香	negative	0.03168040717884402
朱敦儒	免被花迷，不为酒困，到处惺惺地	念奴娇	positive	0.7693032816626735
朱敦儒	逢花倒趓，遇酒坚辞，常是懒歌慵笑	苏武慢	positive	0.9314412638084868
朱敦儒	吾曹镜中看取，且狂歌载酒古扬州	木兰花慢	positive	0.9940442384975342
朱敦儒	探袖弄明珠，满眼儿孙，一壶酒、□向花间长醉	洞仙歌	negative	0.21705646387480848
朱敦儒	待接得、众生总成佛，向酒肆淫房，再逞年少	洞仙歌	positive	0.5890779617680585
朱敦儒	要老伴，浮江载酒，舣棹观澜	满庭芳	positive	0.9546014579946644
朱敦儒	不管馀酲未解，扶头酒、亲捧瑶觞	满庭芳	negative	0.2656725487874979
朱敦儒	如今且，趓花迷酒困，心迹双清	沁园春	positive	0.8077284712911083
朱敦儒	素娥传酒袖凌风，送送送	醉春风	positive	0.6814036649474607
朱敦儒	一年价、把酒风花月	踏歌	negative	0.47578830655772186
朱敦儒	披香不觉玉壶空，破酒面、飞红半湿	鹊桥仙	negative	0.3404817897361546
朱敦儒	酒楼灯市管弦声	临江仙	positive	0.6507599815460976
朱敦儒	花间相过酒家眠	临江仙	positive	0.8537547346761496
朱敦儒	随分盘筵供笑语，花间社酒新篘	临江仙	positive	0.6603689313443105
朱敦儒	春似旧，酒依前	鹧鸪天	negative	0.18551595923806619
朱敦儒	拖条竹杖家家酒，上个篮舆处处山	鹧鸪天	positive	0.6443659082575376
朱敦儒	诗万首，酒千觞，几曾着眼看侯王	鹧鸪天	positive	0.9983210975187283
朱敦儒	无人共酌松黄酒，时有飞仙暗往还	鹧鸪天	negative	0.2734452536008747
朱敦儒	天上人间酒最尊	鹧鸪天	negative	0.38748333469828966
朱敦儒	邻家相唤，酒熟闲相过	蓦山溪	positive	0.5554177494287531
朱敦儒	河桥酒熟，谁解留侬醉	蓦山溪	positive	0.6742734945523915
朱敦儒	飘然携去，旗亭问酒，萧寺寻茶	朝中措	positive	0.8731133694386434
朱敦儒	鸳鸯湖上，波平岸远，酒酽鱼肥	朝中措	negative	0.116937679889633
朱敦儒	东风落酒愁难说	醉落魄・一斛珠	positive	0.8140701019902239
朱敦儒	南歌客，新丰酒，但万里、云水俱东。任酒倾波碧，烛翦花红	醉思仙	positive	0.9938038230920292
朱敦儒	老人对酒今如此，一番新、残梦暗惊	恋绣衾	positive	0.811143358969878
朱敦儒	酒壶空，歌扇去	苏幕遮	negative	0.47323070751148155
朱敦儒	无酒可销忧。天家宫阙酒家楼	浪淘沙	positive	0.9406147032743474
朱敦儒	绿酒多斟，白须休觑	踏莎行	positive	0.7848834423144085
朱敦儒	诸彦群英，诗酒皆勍敌	梦玉人引	positive	0.7802209784621271
朱敦儒	玉船取酒青鸾劝	渔家傲	positive	0.927233021718882
朱敦儒	打酒道人林下，奏醉翁三叠	好事近	positive	0.9270861447583751
朱敦儒	恰向洞庭沽酒，却钱塘横笛	好事近	negative	0.2376183895101417
朱敦儒	锦鳞拨刺满蓝鱼，取酒价相敌	好事近	positive	0.5211758725613174
朱敦儒	偶然添酒旧壶卢，小醉度朝夕	好事近	negative	0.08068824463027602
朱敦儒	只是爱闲耽酒，畏浮名拘缚	好事近	positive	0.772081433148021
朱敦儒	正遇时调玉烛，须添酒满金杯	乌夜啼	negative	0.041834143077759234
朱敦儒	万里飘零南越，山引泪、酒添愁	沙塞子	positive	0.9880728902536788
朱敦儒	席地插花传酒、日西催	沙塞子	negative	0.07158755431952668
朱敦儒	落帽酒中有趣，题桥琴里无心	西江月	positive	0.9991288356173804
朱敦儒	幸遇三杯酒好，况逢一朵花新	西江月	positive	0.9869496087642107
朱敦儒	日日深杯酒满，朝朝小圃花开	西江月	negative	0.2282955940380964
朱敦儒	犀箸敲残玉酒船	减字木兰花	negative	0.12506729303341146
朱敦儒	载酒胥山	减字木兰花	negative	0.3488107092454604
朱敦儒	慵歌怕酒	减字木兰花	negative	0.40972722736567935
朱敦儒	掷下酒杯何处去	减字木兰花	positive	0.6100475124477316
朱敦儒	酒面打开香可醡	减字木兰花	negative	0.4002453619388524
朱敦儒	酒圣诗仙	减字木兰花	positive	0.7290194320993344
朱敦儒	酌酒栽诗	减字木兰花	negative	0.3300215127595866
朱敦儒	宿酒残更	减字木兰花	positive	0.5159059077368914
朱敦儒	倾酒留君别	点绛唇	negative	0.4128074924250065
朱敦儒	金杯酒	点绛唇	negative	0.43312986017287625
朱敦儒	携酒提篮，儿女相随到	点绛唇	positive	0.9349235007887742
朱敦儒	中秋载酒，幽人闲客	柳梢青	positive	0.6989426785803048
朱敦儒	宿酒半醒，征鞍将发	柳梢青	negative	0.24092645975719862
朱敦儒	金壶镟酒琼酥热	忆秦娥	negative	0.2747636665945091
朱敦儒	拈底梅花总是愁，酒尽人归去	卜算子	positive	0.9690023198338927
朱敦儒	乐事眼前多，春酒今年胜	卜算子	positive	0.9948442345099974
朱敦儒	酒壶歌扇随行	清平乐	negative	0.37704229835352376
朱敦儒	惆怅黄昏前后，离愁酒病厌厌	清平乐	positive	0.9851941359710376
朱敦儒	恰篘白酒冷偏宜	浣溪沙	negative	0.1963881006192817
朱敦儒	好把深杯添绿酒，休拈明镜照苍颜	浣溪沙	negative	0.354166558188741
朱敦儒	酒醒灯暗忍重看	浣溪沙	negative	0.03493866456000838
朱敦儒	采花传酒缓声歌	浣溪沙	negative	0.20748526998691907
朱敦儒	嫌酒倦吹弹	诉衷情	negative	0.13854771627812412
朱敦儒	蟹肥一个可称斤，酒美三杯真合道	西湖曲・玉楼春	negative	0.4851817304081636
朱敦儒	丹砂只在酒杯中	风蝶令・南歌子	positive	0.7497604715197996
朱敦儒	酒新香	相见欢	negative	0.3324602512641689
朱敦儒	满泛酒光浮动	如梦令	negative	0.13949471482418563
朱敦儒	取酒拥丝簧，迎取轻盈桃叶	如梦令	positive	0.9769663421523698
朱敦儒	玉人酒渴嚼春冰	春晓曲	positive	0.9809756726558241
朱敦儒	酒一杯	柳枝・杨柳枝	negative	0.28632467501236325
朱敦儒	花艳草草春工，酒随花意薄，疏狂何益	念奴娇	positive	0.7015676353708376
孙觌	酒醒人散梦仙村	浣溪沙	positive	0.5654444191621409
周紫芝	对酒情怀疑是梦，忆花天气黯如秋	浣溪沙	negative	0.43044198599278216
周紫芝	别酒解留人，拚醉君休管	卜算子	positive	0.6927012021575328
周紫芝	麻姑行酒	减字木兰花	negative	0.4364548579857157
周紫芝	为公持酒	减字木兰花	negative	0.3324602512641689
